date,price
05.12.2019,65
06.12.2019,66
09.12.2019,66
10.12.2019,66
11.12.2019,65
12.12.2019,66
13.12.2019,67
16.12.2019,68
17.12.2019,68
18.12.2019,69
19.12.2019,69
20.12.2019,68
23.12.2019,67
24.12.2019,69
26.12.2019,69
27.12.2019,68
30.12.2019,68
31.12.2019,67
02.01.2020,67
03.01.2020,69
06.01.2020,70
07.01.2020,68
08.01.2020,67
09.01.2020,66
10.01.2020,66
13.01.2020,64
14.01.2020,64
15.01.2020,63
16.01.2020,64
17.01.2020,64
20.01.2020,64
21.01.2020,63
22.01.2020,62
23.01.2020,61
24.01.2020,59
27.01.2020,58
28.01.2020,59
29.01.2020,59
30.01.2020,57
31.01.2020,57
03.02.2020,54
04.02.2020,53
05.02.2020,55
06.02.2020,55
07.02.2020,54
10.02.2020,53
11.02.2020,54
12.02.2020,55
13.02.2020,56
14.02.2020,57
17.02.2020,57
18.02.2020,57
19.02.2020,59
20.02.2020,59
21.02.2020,58
24.02.2020,56
25.02.2020,55
26.02.2020,54
27.02.2020,52
28.02.2020,51
02.03.2020,52
03.03.2020,52
04.03.2020,51
05.03.2020,51
06.03.2020,45
09.03.2020,35
10.03.2020,35
11.03.2020,34
12.03.2020,31
13.03.2020,32
16.03.2020,27
17.03.2020,27
18.03.2020,22
19.03.2020,23
20.03.2020,25
23.03.2020,23
24.03.2020,24
25.03.2020,25
26.03.2020,23
27.03.2020,22
30.03.2020,19
31.03.2020,14
01.04.2020,14
02.04.2020,20
03.04.2020,24
06.04.2020,22
07.04.2020,22
08.04.2020,25
09.04.2020,20
14.04.2020,21
15.04.2020,19
16.04.2020,18
17.04.2020,19
20.04.2020,17
21.04.2020,09
22.04.2020,13
23.04.2020,15
24.04.2020,15
27.04.2020,15
28.04.2020,15
29.04.2020,17
30.04.2020,18
01.05.2020,18
04.05.2020,20
05.05.2020,25
06.05.2020,24
07.05.2020,24
11.05.2020,25
12.05.2020,26
13.05.2020,27
14.05.2020,29
15.05.2020,30
18.05.2020,33
19.05.2020,33
20.05.2020,34
21.05.2020,34
22.05.2020,33
26.05.2020,33
27.05.2020,32
28.05.2020,33
29.05.2020,34
01.06.2020,36
02.06.2020,37
03.06.2020,37
04.06.2020,38
05.06.2020,41
08.06.2020,39
09.06.2020,40
10.06.2020,41
11.06.2020,37
12.06.2020,38
15.06.2020,39
16.06.2020,40
17.06.2020,40
18.06.2020,41
19.06.2020,42
22.06.2020,43
23.06.2020,42
24.06.2020,40
25.06.2020,41
26.06.2020,40
29.06.2020,41
30.06.2020,41
01.07.2020,42
02.07.2020,43
03.07.2020,42
06.07.2020,42
07.07.2020,43
08.07.2020,43
09.07.2020,42
10.07.2020,43
13.07.2020,42
14.07.2020,42
15.07.2020,43
16.07.2020,43
17.07.2020,43
20.07.2020,43
21.07.2020,44
22.07.2020,43
23.07.2020,42
24.07.2020,43
27.07.2020,43
28.07.2020,43
29.07.2020,43
30.07.2020,42
31.07.2020,43
03.08.2020,43
04.08.2020,43
05.08.2020,44
06.08.2020,45
07.08.2020,44
10.08.2020,44
11.08.2020,43
12.08.2020,45
13.08.2020,44
14.08.2020,44
17.08.2020,44
18.08.2020,45
19.08.2020,45
20.08.2020,44
21.08.2020,43
24.08.2020,44
25.08.2020,46
26.08.2020,45
27.08.2020,44
28.08.2020,45
01.09.2020,45
02.09.2020,42
03.09.2020,42
04.09.2020,41
07.09.2020,40
08.09.2020,38
09.09.2020,39
10.09.2020,39
11.09.2020,38
14.09.2020,38
15.09.2020,39
16.09.2020,41
17.09.2020,42
18.09.2020,42
21.09.2020,40
22.09.2020,40
23.09.2020,41
24.09.2020,41
25.09.2020,40
28.09.2020,41
29.09.2020,40
30.09.2020,40
01.10.2020,39
02.10.2020,38
05.10.2020,39
06.10.2020,41
07.10.2020,40
08.10.2020,42
09.10.2020,41
12.10.2020,40
13.10.2020,41
14.10.2020,41
15.10.2020,41
16.10.2020,41
19.10.2020,41
20.10.2020,41
21.10.2020,40
22.10.2020,41
23.10.2020,40
26.10.2020,39
27.10.2020,39
28.10.2020,37
29.10.2020,36
30.10.2020,36
02.11.2020,37
03.11.2020,38
04.11.2020,39
05.11.2020,39
06.11.2020,38
09.11.2020,40
10.11.2020,42
11.11.2020,42
12.11.2020,42
13.11.2020,41
16.11.2020,42
17.11.2020,42
18.11.2020,42
19.11.2020,43
20.11.2020,43
23.11.2020,45
24.11.2020,46
25.11.2020,47
26.11.2020,46
27.11.2020,46
30.11.2020,46
01.12.2020,47
02.12.2020,47
03.12.2020,48
04.12.2020,49
07.12.2020,48
08.12.2020,48
09.12.2020,48
10.12.2020,50
11.12.2020,50
14.12.2020,50
15.12.2020,50
16.12.2020,50
17.12.2020,51
18.12.2020,52
21.12.2020,50
22.12.2020,49
23.12.2020,51
24.12.2020,50
28.12.2020,50
29.12.2020,50
30.12.2020,50
31.12.2020,51
04.01.2021,50
05.01.2021,53
06.01.2021,53
07.01.2021,53
08.01.2021,55
11.01.2021,54
12.01.2021,55
13.01.2021,55
14.01.2021,55
15.01.2021,54
18.01.2021,54
19.01.2021,55
20.01.2021,55
21.01.2021,55
22.01.2021,55
25.01.2021,55
26.01.2021,55
27.01.2021,55
28.01.2021,54
29.01.2021,55
01.02.2021,56
02.02.2021,57
03.02.2021,58
04.02.2021,58
05.02.2021,59
08.02.2021,60
09.02.2021,60
10.02.2021,61
11.02.2021,61
12.02.2021,62
15.02.2021,63
16.02.2021,63
17.02.2021,65
18.02.2021,64
19.02.2021,62
22.02.2021,64
23.02.2021,65
24.02.2021,66
25.02.2021,66
26.02.2021,65
01.03.2021,64
02.03.2021,63
03.03.2021,64
04.03.2021,67
05.03.2021,69
08.03.2021,68
09.03.2021,67
10.03.2021,67
11.03.2021,69
12.03.2021,68
15.03.2021,68
16.03.2021,67
17.03.2021,67
18.03.2021,62
19.03.2021,64
22.03.2021,63
23.03.2021,59
24.03.2021,63
25.03.2021,61
26.03.2021,63
29.03.2021,64
30.03.2021,63
31.03.2021,63
01.04.2021,63
06.04.2021,61
07.04.2021,61
08.04.2021,62
09.04.2021,61
12.04.2021,62
13.04.2021,62
14.04.2021,66
15.04.2021,66
16.04.2021,65
19.04.2021,66
20.04.2021,65
21.04.2021,64
22.04.2021,65
23.04.2021,65
26.04.2021,65
27.04.2021,66
28.04.2021,67
29.04.2021,68
30.04.2021,67
04.05.2021,68
05.05.2021,69
06.05.2021,68
07.05.2021,68
10.05.2021,68
11.05.2021,68
12.05.2021,69
13.05.2021,67
14.05.2021,69
17.05.2021,69
18.05.2021,69
19.05.2021,66
20.05.2021,65
21.05.2021,66
24.05.2021,68
25.05.2021,68
26.05.2021,68
27.05.2021,69
28.05.2021,69
01.06.2021,70
02.06.2021,70
03.06.2021,70
04.06.2021,71
07.06.2021,70
08.06.2021,71
09.06.2021,71
10.06.2021,71
11.06.2021,72
14.06.2021,72
15.06.2021,73
16.06.2021,73
17.06.2021,72
18.06.2021,73
21.06.2021,74
22.06.2021,74
23.06.2021,75
24.06.2021,75
25.06.2021,76
28.06.2021,74
29.06.2021,75
30.06.2021,76
01.07.2021,76
02.07.2021,77
05.07.2021,78
06.07.2021,75
07.07.2021,74
08.07.2021,75
09.07.2021,77
12.07.2021,76
13.07.2021,77
14.07.2021,75
15.07.2021,74
16.07.2021,74
19.07.2021,69
20.07.2021,70
21.07.2021,72
22.07.2021,74
23.07.2021,74
26.07.2021,74
27.07.2021,74
28.07.2021,75
29.07.2021,76
30.07.2021,77
02.08.2021,73
03.08.2021,73
04.08.2021,70
05.08.2021,72
06.08.2021,71
09.08.2021,69
10.08.2021,71
11.08.2021,71
12.08.2021,71
13.08.2021,70
16.08.2021,70
17.08.2021,69
18.08.2021,68
19.08.2021,66
20.08.2021,65
23.08.2021,69
24.08.2021,71
25.08.2021,72
26.08.2021,70
27.08.2021,72
31.08.2021,73
01.09.2021,71
02.09.2021,73
03.09.2021,73
06.09.2021,72
07.09.2021,71
08.09.2021,72
09.09.2021,71
10.09.2021,72
13.09.2021,72
14.09.2021,73
15.09.2021,74
16.09.2021,75
17.09.2021,74
20.09.2021,73
21.09.2021,73
22.09.2021,75
23.09.2021,76
24.09.2021,77
27.09.2021,78
28.09.2021,78
29.09.2021,77
30.09.2021,77
01.10.2021,79
04.10.2021,81
05.10.2021,82
06.10.2021,81
07.10.2021,82
08.10.2021,82
11.10.2021,83
12.10.2021,83
13.10.2021,83
14.10.2021,83
15.10.2021,84
18.10.2021,84
19.10.2021,85
20.10.2021,85
21.10.2021,84
22.10.2021,85
25.10.2021,84
26.10.2021,85
27.10.2021,84
28.10.2021,83
29.10.2021,83
01.11.2021,84
02.11.2021,84
03.11.2021,81
04.11.2021,80
05.11.2021,82
08.11.2021,83
09.11.2021,84
10.11.2021,82
11.11.2021,83
12.11.2021,82
15.11.2021,81
16.11.2021,82
17.11.2021,80
18.11.2021,82
19.11.2021,80
22.11.2021,80
23.11.2021,83
24.11.2021,82
25.11.2021,82
26.11.2021,72
29.11.2021,73
30.11.2021,70
01.12.2021,69
02.12.2021,70
03.12.2021,70
06.12.2021,73
07.12.2021,75
08.12.2021,75
09.12.2021,74
10.12.2021,74
13.12.2021,74
14.12.2021,73
15.12.2021,73
16.12.2021,74
17.12.2021,72
20.12.2021,70
21.12.2021,72
22.12.2021,74
23.12.2021,76
24.12.2021,75
29.12.2021,78
30.12.2021,78
31.12.2021,77
03.01.2022,78
04.01.2022,79
05.01.2022,80
06.01.2022,81
07.01.2022,82
10.01.2022,81
11.01.2022,84
12.01.2022,85
13.01.2022,85
14.01.2022,87
17.01.2022,87
18.01.2022,88
19.01.2022,89
20.01.2022,89
21.01.2022,89
24.01.2022,87
25.01.2022,89
26.01.2022,91
27.01.2022,90
28.01.2022,91
31.01.2022,92
01.02.2022,90
02.02.2022,91
03.02.2022,92
04.02.2022,96
07.02.2022,97
08.02.2022,96
09.02.2022,94
10.02.2022,96
11.02.2022,97
14.02.2022,101
15.02.2022,98
16.02.2022,97
17.02.2022,95
18.02.2022,96
21.02.2022,98
22.02.2022,98
23.02.2022,99
24.02.2022,101
25.02.2022,98
28.02.2022,103
01.03.2022,110
02.03.2022,118
03.03.2022,115
04.03.2022,123
07.03.2022,129
08.03.2022,133
09.03.2022,116
10.03.2022,114
11.03.2022,118
14.03.2022,110
15.03.2022,105
16.03.2022,104
17.03.2022,113
18.03.2022,114
21.03.2022,122
22.03.2022,121
23.03.2022,127
24.03.2022,123
25.03.2022,122
28.03.2022,114
29.03.2022,112
30.03.2022,115
31.03.2022,107
01.04.2022,106
04.04.2022,108
05.04.2022,106
06.04.2022,100
07.04.2022,99
08.04.2022,101
11.04.2022,97
12.04.2022,104
13.04.2022,108
14.04.2022,110
19.04.2022,105
20.04.2022,105
21.04.2022,107
22.04.2022,105
25.04.2022,99
26.04.2022,102
27.04.2022,103
28.04.2022,105
29.04.2022,108
03.05.2022,104
04.05.2022,110
05.05.2022,112
06.05.2022,113
09.05.2022,106
10.05.2022,102
11.05.2022,107
12.05.2022,108
13.05.2022,112
16.05.2022,114
17.05.2022,112
18.05.2022,110
19.05.2022,113
20.05.2022,113
23.05.2022,115
24.05.2022,115
25.05.2022,116
26.05.2022,119
27.05.2022,121
30.05.2022,123
31.05.2022,125
01.06.2022,122
03.06.2022,125
06.06.2022,124
07.06.2022,126
08.06.2022,129
09.06.2022,128
10.06.2022,127
13.06.2022,128
14.06.2022,127
15.06.2022,124
16.06.2022,125
17.06.2022,119
20.06.2022,118
21.06.2022,118
22.06.2022,115
23.06.2022,114
24.06.2022,117
27.06.2022,119
28.06.2022,122
29.06.2022,120
30.06.2022,119
01.07.2022,119
04.07.2022,121
05.07.2022,110
06.07.2022,108
07.07.2022,113
08.07.2022,113
11.07.2022,114
12.07.2022,106
13.07.2022,107
14.07.2022,107
15.07.2022,112
18.07.2022,117
19.07.2022,114
20.07.2022,115
21.07.2022,112
22.07.2022,106
25.07.2022,108
26.07.2022,107
27.07.2022,109
28.07.2022,109
29.07.2022,111
01.08.2022,106
02.08.2022,106
03.08.2022,101
04.08.2022,97
05.08.2022,100
08.08.2022,103
09.08.2022,103
10.08.2022,105
11.08.2022,107
12.08.2022,103
15.08.2022,98
16.08.2022,95
17.08.2022,97
18.08.2022,96
19.08.2022,96
22.08.2022,95
23.08.2022,99
24.08.2022,99
25.08.2022,98
26.08.2022,101
30.08.2022,99
31.08.2022,96
01.09.2022,92
02.09.2022,93
05.09.2022,94
06.09.2022,91
07.09.2022,86
08.09.2022,87
09.09.2022,91
12.09.2022,93
13.09.2022,92
14.09.2022,92
15.09.2022,89
16.09.2022,89
20.09.2022,89
21.09.2022,89
22.09.2022,90
23.09.2022,84
26.09.2022,82
27.09.2022,85
28.09.2022,89
29.09.2022,89
30.09.2022,88
03.10.2022,90
04.10.2022,93
05.10.2022,94
06.10.2022,95
07.10.2022,98
10.10.2022,97
11.10.2022,95
12.10.2022,93
13.10.2022,95
14.10.2022,92
17.10.2022,91
18.10.2022,89
19.10.2022,91
20.10.2022,91
21.10.2022,91
24.10.2022,91
25.10.2022,91
26.10.2022,92
27.10.2022,94
28.10.2022,94
31.10.2022,93
01.11.2022,95
02.11.2022,96
03.11.2022,95
04.11.2022,99
07.11.2022,99
08.11.2022,96
09.11.2022,93
10.11.2022,94
11.11.2022,96
14.11.2022,93
15.11.2022,94
16.11.2022,92
17.11.2022,91
18.11.2022,88
21.11.2022,88
22.11.2022,88
23.11.2022,85
24.11.2022,85
25.11.2022,83
28.11.2022,83
29.11.2022,83
30.11.2022,85
01.12.2022,86
02.12.2022,86
05.12.2022,83
06.12.2022,79
07.12.2022,77
08.12.2022,76
09.12.2022,76
12.12.2022,78
13.12.2022,80
14.12.2022,83
15.12.2022,82
16.12.2022,80
19.12.2022,81
20.12.2022,79
21.12.2022,80
22.12.2022,79
23.12.2022,82
28.12.2022,81
29.12.2022,80
30.12.2022,82
03.01.2023,80
04.01.2023,75
05.01.2023,76
06.01.2023,76
09.01.2023,77
10.01.2023,78
11.01.2023,81
12.01.2023,82
13.01.2023,83
16.01.2023,82
17.01.2023,84
18.01.2023,83
19.01.2023,85
20.01.2023,86
23.01.2023,87
24.01.2023,85
25.01.2023,85
26.01.2023,86
27.01.2023,85
30.01.2023,84
31.01.2023,83
01.02.2023,81
02.02.2023,80
03.02.2023,78
06.02.2023,80
07.02.2023,82
08.02.2023,84
09.02.2023,83
10.02.2023,85
13.02.2023,85
14.02.2023,84
15.02.2023,84
16.02.2023,83
17.02.2023,81
20.02.2023,82
21.02.2023,82
22.02.2023,79
23.02.2023,82
24.02.2023,82
27.02.2023,81
28.02.2023,83
01.03.2023,83
02.03.2023,84
03.03.2023,85
06.03.2023,85
07.03.2023,83
08.03.2023,82
09.03.2023,81
10.03.2023,82
13.03.2023,79
14.03.2023,76
15.03.2023,74
16.03.2023,73
17.03.2023,71
20.03.2023,72
21.03.2023,74
22.03.2023,76
23.03.2023,74
24.03.2023,73
27.03.2023,76
28.03.2023,78
29.03.2023,77
30.03.2023,78
31.03.2023,79
03.04.2023,85
04.04.2023,85
05.04.2023,85
06.04.2023,86
11.04.2023,87
12.04.2023,88
13.04.2023,86
14.04.2023,87
17.04.2023,85
18.04.2023,85
19.04.2023,85
20.04.2023,83
21.04.2023,83
24.04.2023,84
25.04.2023,82
26.04.2023,79
27.04.2023,80
28.04.2023,81
02.05.2023,76
03.05.2023,72
04.05.2023,73
05.05.2023,75
09.05.2023,77
10.05.2023,76
11.05.2023,75
12.05.2023,74
15.05.2023,75
16.05.2023,75
17.05.2023,76
18.05.2023,75
19.05.2023,75
22.05.2023,75
23.05.2023,76
24.05.2023,77
25.05.2023,75
26.05.2023,76
30.05.2023,73
31.05.2023,71
01.06.2023,74
02.06.2023,76
05.06.2023,76
06.06.2023,76
07.06.2023,76
08.06.2023,75
09.06.2023,74
12.06.2023,71
13.06.2023,74
14.06.2023,73
15.06.2023,75
16.06.2023,76
19.06.2023,76
20.06.2023,75
21.06.2023,76
22.06.2023,73
23.06.2023,73
26.06.2023,73
27.06.2023,71
28.06.2023,73
29.06.2023,73
30.06.2023,74
03.07.2023,74
04.07.2023,76
05.07.2023,76
06.07.2023,76
07.07.2023,78
10.07.2023,77
11.07.2023,79
12.07.2023,80
13.07.2023,81
14.07.2023,79
17.07.2023,77
18.07.2023,79
19.07.2023,79
20.07.2023,79
21.07.2023,81
24.07.2023,82
25.07.2023,83
26.07.2023,82
27.07.2023,84
28.07.2023,84
31.07.2023,85
01.08.2023,85
02.08.2023,84
03.08.2023,86
04.08.2023,87
07.08.2023,86
08.08.2023,88
09.08.2023,89
10.08.2023,87
11.08.2023,87
14.08.2023,87
15.08.2023,86
16.08.2023,84
17.08.2023,85
18.08.2023,85
21.08.2023,85
22.08.2023,84
23.08.2023,83
24.08.2023,84
25.08.2023,85
29.08.2023,86
30.08.2023,86
31.08.2023,87
01.09.2023,89
04.09.2023,90
05.09.2023,91
06.09.2023,91
07.09.2023,91
08.09.2023,91
11.09.2023,91
12.09.2023,93
13.09.2023,93
14.09.2023,95
15.09.2023,95
18.09.2023,95
19.09.2023,96
20.09.2023,94
21.09.2023,93
22.09.2023,93
25.09.2023,94
26.09.2023,94
27.09.2023,97
28.09.2023,96
29.09.2023,95
02.10.2023,91
03.10.2023,94
04.10.2023,89
05.10.2023,88
06.10.2023,87
09.10.2023,91
10.10.2023,90
11.10.2023,87
12.10.2023,88
13.10.2023,94
16.10.2023,90
17.10.2023,92
18.10.2023,91
19.10.2023,93
20.10.2023,93
23.10.2023,91
24.10.2023,88
25.10.2023,90
26.10.2023,88
27.10.2023,90
30.10.2023,90
31.10.2023,85
01.11.2023,85
02.11.2023,87
03.11.2023,85
06.11.2023,85
07.11.2023,81
08.11.2023,79
